#nodeA	nodeB
DDB1	BRAP
DHX9	HRMT1L2
DHX9	ILF3
DHX9	JUN
DHX9	PCNA
DHX9	SMN1
DHX9	NXF1
DHX9	KHDRBS1
DHX9	MGEA5
CCR6	CCL20
DFFA	EWSR1
DFFA	GZMB
CENPA	AURKB
SEPT1	AURKB
SEPT1	SEPT6
DLD	OGDH
DAP	TNFRSF1A
DMD	SNTB2
DMD	DGKZ
DNMT1	HDAC1
DNMT1	HDAC2
DNMT1	PCNA
DNMT1	RB1
DNMT1	TSG101
DPP4	FAP
DPP4	CXCL10
DPP4	CXCL9
DPP4	PTPRC
DPP4	CCL5
DPP4	CCL11
DPP4	CXCL11
DPP4	CXCL12
DPP4	CXCR4
CRMP1	FTH1
CRMP1	HSPE1
CRMP1	NVL
CRMP1	PLA2G2A
CRMP1	PPP1R8
CRMP1	ROCK1
CRMP1	RPA2
CRMP1	CCL18
CRMP1	TK1
CRMP1	UBE2B
CRMP1	VIM
CRMP1	FXR1
CRMP1	FUBP1
CRMP1	DDX18
CRMP1	EIF2S2
CRMP1	BTBD2
CRMP1	RTN4
CRIP2	GATA6
CRIP2	PRKG1
CRIP2	PTPN13
CRIP2	SRF
DMPK	PPP1R12A
DMPK	RAF1
DMPK	CUGBP1
RERE	PLSCR1
RERE	MYST3
RERE	TRIM22
RERE	PRKCBP1
RERE	KIAA0515
TSC22D3	FOS
TSC22D3	JUN
TSC22D3	NFKB1
TSC22D3	NFKB2
TSC22D3	RAF1
TSC22D3	RELA
DTX1	EP300
DTX1	GRB2
DTX1	NOTCH1
DVL2	PPM1A
DVL2	PRKCA
DVL2	PRKCB1
DVL2	PRKCG
DVL2	RAC1
DVL2	TP53
DVL2	TRAF2
DVL2	BAG3
DVL2	POLI
DVL2	U2AF2
DVL2	DAAM1
DVL2	THAP1
DVL2	SNIP1
DVL2	FAM105B
DVL2	TIFA
DAB2	DVL3
DAB2	FGR
DAB2	GRB2
DAB2	ITGB3
DAB2	ITGB5
DAB2	SMAD2
DAB2	SMAD3
DAB2	PRKCB1
DAB2	PRKCD
DAB2	PRKCG
DAB2	TGFBR2
DAB2	DIP2A
DAB2	MIB1
DVL3	MARK2
DVL3	PPM1A
DVL3	PPP2CA
DVL3	CCNK
DVL3	SNX22
DDB2	E2F1
DDB2	HDAC1
DDB2	XPC
E2F1	MDM4
E2F1	MNAT1
E2F1	NFKB1
E2F1	PURA
E2F1	RB1
E2F1	SKP2
E2F1	SP1
E2F1	SP3
E2F1	SP4
E2F1	TFDP1
E2F1	TFDP2
E2F1	TP53
E2F1	TP53BP1
E2F1	NCOA3
E2F1	TRRAP
E2F1	CCNA1
E2F1	SERTAD2
E2F1	TOPBP1
EBF	PAX5
EDN1	MME
PHC2	MCM2
PHC2	MAPKAPK2
PHC2	SCMH1
EEF1A1	HSPE1
EEF1A1	LAMA4
EEF1A1	SMAD2
EEF1A1	SMAD4
EEF1A1	MLLT3
EEF1A1	MNAT1
EEF1A1	PFN2
EEF1A1	PLAUR
EEF1A1	POLE2
EEF1A1	PRKCD
EEF1A1	PTPN4
EEF1A1	RAB27A
EEF1A1	RPA2
EEF1A1	CCL18
EEF1A1	TP53BP2
EEF1A1	WARS
EEF1A1	CRADD
EEF1A1	ZNF259
EEF1A1	COX17
EEF1A1	ZCCHC10
EEF1A1	FLJ20625
EEF1A1	BTBD2
EEF1A1	DNMT2
EEF1A1	DARS
DNMT2	UTP14A
CD48	GNAI3
CD48	LCK
CD48	IL18RAP
CD48	IL18R1
EFNB1	EPHB2
EFNB1	PTPN13
EFNB1	RGS3
EFNB1	TIAM1
EFNB2	EPHB2
EFNB2	EPHB4
EFNB2	PECAM1
EFNB2	PTPN13
EFNB2	RGS3
EFNB2	RHBDL2
DUSP3	MAPK1
DUSP3	MAPK3
DUSP3	MAP2K2
DUSP3	STAT1
DUSP3	SYK
DUSP3	ZAP70
KLF6	CELSR2
KLF6	SP1
KLF6	TP53
KLF6	HDAC3
KLF6	KLF4
KLF6	EHMT2
KLF6	POLA2
ACP5	MAPK9
ACP5	RPA2
ACP5	SPP1
ACP5	ZBTB16
ACP5	TNFSF10
ACP5	PDCD5
EIF2S1	EIF2B1
EIF2S1	PRKCD
EIF2S1	EIF2AK2
EIF2S1	EIF2S2
EIF2S1	EIF2AK3
EIF2S1	MELK
EIF2S1	PPP1R15A
EIF2B1	EIF2S2
EFNA1	EPHA1
EFNA1	EPHA5
EFNA1	PPBP
EFNA5	EPHA5
EFNA5	EPHB2
EIF4E	EIF4G1
EIF4E	EIF4G2
EIF4E	PML
EIF4E	PRKCA
EIF4E	PRKCB1
EIF4E	PRKCG
EIF4E	EIF4EBP3
EIF4G1	NCBP1
EIF4G1	PAK2
EIF4G1	UPF2
EIF4G1	PABPC1
EIF4G1	PDCD4
EIF4G2	NCBP1
EIF4G2	SKIL
ENG	TGFB1
ENG	TGFB2
ENG	TGFB3
ENG	TGFBR2
ENG	TGFBR3
ENO2	HK1
ENO2	TUBA1
ELK1	EP300
ELK1	FOS
ELK1	GRB2
ELK1	ID1
ELK1	ID2
ELK1	ID3
ELK1	MAPK1
ELK1	MAPK3
ELK1	MAPK8
ELK1	MAPK11
ELK1	MAPK9
ELK1	MAP2K1
ELK1	MAP2K3
ELK1	SRF
ELK1	PIAS2
EGR1	EP300
EGR1	JUN
EGR1	NAB2
EGR1	NFATC2
EGR1	RELA
EGR1	SP1
EGR1	TP53
EP300	ETS1
EP300	ETS2
EP300	ETV4
EP300	FEN1
EP300	GATA6
EP300	MSH6
EP300	HIF1A
EP300	HMGN2
EP300	NR4A1
EP300	HOXB7
EP300	ING1
EP300	IRF1
EP300	IRF2
EP300	IRF3
EP300	JUN
EP300	SMAD1
EP300	SMAD2
EP300	SMAD3
EP300	SMAD4
EP300	SMAD7
EP300	MAF
EP300	MDM2
EP300	MDM4
EP300	MEF2A
EP300	MEF2C
EP300	MRE11A
EP300	MYB
EP300	MYBL2
EP300	MYC
EP300	NBN
EP300	NFATC1
EP300	NFATC2
EP300	NOTCH1
EP300	PCNA
EP300	PML
EP300	PPP2R5C
EP300	PRKCD
EP300	MAP2K1
EP300	PTMA
EP300	RAD23A
EP300	RB1
EP300	RELA
EP300	RORA
EP300	SATB1
EP300	SET
EP300	SP1
EP300	SP3
EP300	STAT1
EP300	STAT3
EP300	STAT5A
EP300	STAT5B
EP300	STAT6
EP300	TAL1
EP300	TCF4
EP300	TCF3
EP300	TCF12
EP300	TDG
EP300	TP53
EP300	TP53BP1
EP300	TSG101
EP300	USF2
EP300	YY1
EP300	ZBTB16
EP300	NCOA3
EP300	TP73L
EP300	NCOA1
EP300	PCAF
EP300	RPS6KA5
EP300	ZNF265
EP300	RAD50
EP300	PIAS3
EP300	NCOA2
EP300	SNW1
EP300	ZFPM2
EP300	SENP3
EP300	P8
EP300	LEF1
EP300	TRERF1
EP300	GPBP1
EP300	SNIP1
EP300	NEDD1
EP300	EMB
EP300	JMY
EP300	CHD4
EP300	E2F5
CHD4	HDAC1
CHD4	XRN1
E2F5	SMAD3
E2F5	RBL1
E2F5	RBL2
E2F5	TFDP1
E2F5	XPO1
EPB41	EPB42
EPB41	SMAD3
EPB41	PRKCB1
EPB41	SPTB
EPB41	SPTBN1
EPB41	TUBA1
EPB41	U2AF1
EPB41	U2AF2
EPB41	LRP16
CD47	EPB42
CD47	GNAI1
CD47	ITGAV
CD47	PTK2
CD47	THBS1
EPB42	KRAS
EPHB2	FOS
EPHB2	GRB2
EPHB2	NCK1
EPHB2	PTK2
EPHB2	RASA1
EPHB2	RYK
EPHB2	SDC2
EPHB2	VAV2
EPHB2	ARHGEF6
EPHB2	SH2D3C
EPHB3	FYN
EPHB3	RASA1
EPHB3	RYK
EPS8	ITGB3
EPS8	ITGB5
EPS8	SHC1
EPS8	SOS1
EPS8	USP6NL
EPS15	HRB
EPS15	NEDD4
EPS15	LAPTM5
EPS15	NUMB
EPS15	HGS
EPS15	EPN2
ERBB2	PTK2B
ERBB2	GRB2
ERBB2	HSPCA
ERBB2	IL6ST
ERBB2	ITGA5
ERBB2	ITGB4
ERBB2	JAK2
ERBB2	JUP
ERBB2	CD82
ERBB2	PAK1
ERBB2	PIK3R1
ERBB2	PIK3R2
ERBB2	PTK2
ERBB2	SHC1
ERBB2	SOS1
ERBB2	TGFA
ERBB2	PTPN18
ERBB2	ERBB2IP
ERBB4	NRG1
ERBB4	SNTB2
ERBB4	STAT5A
ERBB4	ADAM17
ERBB4	TGFA
ERBB4	CTGF
CTGF	TGFB1
CTGF	TGFB2
CTGF	TGFB3
CTGF	VEGF
ERCC2	ERCC3
ERCC2	ERCC5
ERCC2	RAD51
ERCC2	RAD52
ERCC1	XPA
ERCC5	ERCC6
ERCC5	EWSR1
ERCC5	NTHL1
ERCC5	PCNA
ERG	ETS2
ERG	FLI1
ERG	JUN
ERG	SPI1
ESRRA	PRKCD
ESRRA	NCOA1
ETS1	ETS2
ETS1	FOS
ETS1	GATA3
ETS1	NR3C1
ETS1	JUN
ETS1	SMAD3
ETS1	MAF
ETS1	NFKB1
ETS1	PAX5
ETS1	MAPK1
ETS1	MAPK3
ETS1	MAPK7
ETS1	SP1
ETS1	SP100
ETS1	STAT5B
ETS1	STAT6
ETS1	NCOR1
ETS2	GATA3
ETS2	NR3C1
ETS2	JUN
ETS2	STAT5B
ETS2	CDK10
ETS2	NCOR1
ETV6	FLI1
ETV6	SUMO1
ETV6	HDAC9
ETV6	SIN3A
ETV6	L3MBTL
CEACAM5	EWSR1
EWSR1	PTK2B
EWSR1	FLI1
EWSR1	HMGA1
EWSR1	SMAD1
EWSR1	SMAD4
EWSR1	ATXN3
EWSR1	MTCP1
EWSR1	TRIM37
EWSR1	PLSCR1
EWSR1	POU4F1
EWSR1	PRKCA
EWSR1	RAD23A
EWSR1	SLC1A1
EWSR1	SF1
EWSR1	USP7
EWSR1	TMSB4Y
EWSR1	MSC
EWSR1	LILRA3
EWSR1	CPSF6
EWSR1	HRB2
EWSR1	ZDHHC3
EWSR1	DKFZP779L1558
EWSR1	FLJ22318
EWSR1	MTMR9
EWSR1	SUV39H2
EWSR1	NBPF3
EWSR1	C14orf32
EWSR1	NSUN4
EXT2	TRAP1
CTSG	F2RL2
CTSG	F5
CTSG	SERPIND1
CTSG	IGFBP3
CTSG	KNG1
CTSG	PPBP
CTSG	SDC1
CTSG	CXCL12
CTSG	THBS1
CTSG	VCAM1
CTSG	CXCR4
F3	FANCB
F3	FLNA
F3	PLG
FANCA	FANCC
FANCA	FANCG
FANCA	IKBKB
FANCC	FANCG
FANCC	SPTA1
FANCC	STAT1
PTK2B	FGFR3
PTK2B	FLT1
PTK2B	FYN
PTK2B	GRB2
PTK2B	IL7R
PTK2B	ITGB2
PTK2B	ITGB3
PTK2B	JAK1
PTK2B	JAK2
PTK2B	LCK
PTK2B	LYN
PTK2B	MAP3K4
PTK2B	PDPK1
PTK2B	PIK3R1
PTK2B	PRKCD
PTK2B	PTK2
PTK2B	PTPN6
PTK2B	PTPN11
PTK2B	RASA1
PTK2B	SHC1
PTK2B	STAT3
PTK2B	SYK
PTK2B	VAV1
PTK2B	ZAP70
PTK2B	DDEF2
PTK2B	LPXN
PTK2B	PITPNM1
PTK2B	SH2D3C
PTK2B	BRDG1
PTK2B	ARHGAP21
PTK2B	PITPNM2
CYP19A1	FANCG
FAP	PLAUR
FBP1	C14orf135
FCGR1A	HCK
FCGR1A	SYK
CD38	LCK
CD38	PECAM1
FCER1G	LYN
FCER1G	PLCG2
FCER1G	SYK
FER	IRS1
FER	JAK1
FER	JUP
FER	STAT3
FES	IL4R
FES	IRS1
FES	JAK1
FES	JAK2
FES	PIK3R1
FES	RASA1
FES	STAT3
FES	IRS2
FES	HSH2D
FES	DOK1
DOK1	FGR
DOK1	FYN
DOK1	HCK
DOK1	INSR
DOK1	ITGB2
DOK1	ITGB3
DOK1	ITGB5
DOK1	ITGB7
DOK1	KIT
DOK1	LCK
DOK1	LYN
DOK1	SH2D1A
DOK1	NCK1
DOK1	PTPN6
DOK1	RASA1
DOK1	RET
DOK1	SHC1
DOK1	TEC
DOK1	YES1
DOK1	MAP4K4
FGF1	FGFR1
FGF1	FGFR3
FGF1	RPS2
FGF1	NRP1
FGF2	FGFR1
FGF2	FGFR3
FGF2	HRMT1L2
FGF2	RPS6KA3
FGF2	SDC1
FGF2	SDC2
FGF2	VTN
FGF2	API5
FGF2	NRP1
FGF2	CEP57
FGF2	CXCL13
COL6A1	LAMB1
COL3A1	DDR2
COL3A1	SPARC
COL3A1	THBS1
FGF9	FGFR1
FGF9	FGFR3
FGFR1	GRB2
FGFR1	KPNB1
FGFR1	MMP2
FGFR1	NCAM1
FGFR1	PIK3R1
FGFR1	PIK3R2
FGFR1	RPS6KA1
FGFR1	SH3BP2
FGFR1	SHC1
FGFR1	SLA
FGFR1	SOS1
FGFR1	NRP1
FGFR1	RTN3
FGFR1	FGF5
FGF5	FGFR3
FGFR3	GRB2
FGFR3	HBZ
FGFR3	STAT1
FGFR3	STAT3
FGFR3	POLA2
FGFR3	CTSK
CTSK	KNG1
CTSK	SPARC
CD24	FGR
CD24	LYN
CD24	SELP
FGR	HCLS1
FGR	PTK2
FGR	SLAMF1
FGR	SYK
FGR	VDR
FGR	WAS
FIGF	FLT4
FIGF	ITGA9
FIGF	KDR
DYRK1A	FOXO1A
DYRK1A	YWHAE
FLNA	FLNB
FLNA	GRIK1
FLNA	ITGB5
FLNA	ITGB7
FLNA	LMNA
FLNA	SMAD3
FLNA	SMAD5
FLNA	PSEN1
FLNA	PSEN2
FLNA	RAC1
FLNA	RALA
FLNA	SELE
FLNA	MAP2K4
FLNA	TRAF2
FLNA	TRIO
FLNA	VHL
FLNA	TNIP2
FLNA	TLR10
FLNB	PSEN1
FLNB	PSEN2
FLNB	TSHR
FLNB	ATF7IP
FLT1	FYN
FLT1	GRB2
FLT1	KDR
FLT1	NCK1
FLT1	PGF
FLT1	PLCG2
FLT1	PTK2
FLT1	PTPN11
FLT1	SHC1
FLT1	STAT1
FLT1	STAT3
FLT1	VEGF
FLT1	VEGFB
FLT1	YES1
FLT1	NRP1
FLT3LG	PFN2
FLT4	GRB2
FLT4	ITGA5
FLT4	KDR
FLT4	PTK2
FLT4	PTPN11
FLT4	SHC1
FLT4	VEGFC
FLT4	ATF7IP
COL6A2	FN1
DDIT3	FOS
DDIT3	JUN
DDIT3	JUND
DDIT3	SPOP
DDIT3	TRIB3
FOS	GTF2F2
FOS	JUN
FOS	JUNB
FOS	JUND
FOS	LMNA
FOS	SMAD3
FOS	MAF
FOS	NFATC3
FOS	NFKB1
FOS	PRKACA
FOS	MAPK1
FOS	RB1
FOS	RELA
FOS	RPS6KA1
FOS	STAT1
FOS	MAP3K7
FOS	SUMO1
FOS	USF2
FOS	XBP1
FOS	NCOA1
FOS	NCOR2
FTH1	FTL
FTH1	CD99
FTL	KNG1
FTL	PTN
FTL	MAP3K12
FUS	HRMT1L2
FUS	ILF3
FUS	PTBP1
FUS	RELA
FUS	RXRA
FUS	SPI1
FUS	SF1
FCGR2A	FYN
FCGR2A	HCK
FCGR2A	LYN
FCGR2A	PIK3R1
FCGR2A	SHC1
FCGR2A	SYK
FCER2	FYN
FCER2	ITGAX
FCER2	ITGB2
CD79B	FYN
CD79B	LCK
CD79B	LYN
CD79B	PTK2
CD79B	PTPN6
CD79B	SYK
CD79B	ZAP70
FYB	FYN
FYB	LCP2
FYB	SH2D1A
FYB	VASP
FYB	WAS
FYB	SCAP1
FOXO1A	GSK3B
FOXO1A	SMAD3
FOXO1A	SMAD4
FOXO1A	PAK1
FMNL1	XRCC6
FMNL1	RAC1
FMNL1	PRPF40A
FANCG	GABPB2
FANCG	XRCC3
GAD1	PPP2CA
GAD1	PPP2CB
GAD1	PRKCE
GAPDH	LAMA4
GAPDH	PGK1
GAPDH	PRKCI
GAPDH	RAB2
GAPDH	RPA2
GAPDH	TK1
GAPDH	CAMK1
GAPDH	BTBD2
CELSR2	GARS
CELSR2	PHF10
FLI1	GATA1
FLI1	KLF1
FNTB	GBP1
FNTB	HRAS
FNTB	KRAS
XRCC6	SMAD3
XRCC6	SMAD7
XRCC6	MRE11A
XRCC6	NOTCH1
XRCC6	PCNA
XRCC6	PECAM1
XRCC6	PGAM1
XRCC6	POR
XRCC6	POU2F1
XRCC6	POU2F2
XRCC6	PRKDC
XRCC6	MAPK8
XRCC6	RBBP4
XRCC6	SKIL
XRCC6	TERF2
XRCC6	TERT
XRCC6	TP53
XRCC6	VAV1
XRCC6	WRN
XRCC6	XRCC5
XRCC6	CCNA1
XRCC6	RRAS2
XRCC6	CBX5
XRCC6	NARG1
CDKN2C	TP53
CDKN2C	DRAP1
RHOH	KCNH2
RHOH	UTP14A
GHR	GRB2
GHR	IRS1
GHR	JAK1
GHR	JAK2
GHR	PIK3R1
GHR	PTPN2
GHR	PTPN6
GHR	PTPN11
GHR	SHC1
GHR	STAT3
GHR	STAT5A
GHR	STAT5B
GHR	TYK2
GHR	SOCS1
GHR	SOCS2
GHR	SOCS3
GNAI1	GNAO1
GNAI1	GPR1
GNAI1	RGS4
GNAI1	RGS7
GNAI1	RGS10
GNAI1	RGS16
GNAI1	TSHR
GNAI1	CXCR4
GNAI1	PTPRU
GNAI1	RGS14
GNAI1	EDG1
EDG1	GNAI3
EDG1	PDGFRB
FPR1	GNAI2
GNAI3	IL8RB
GNAI3	RGS3
GNAI3	RGS7
GNAI3	RGS10
GNAI3	RGS16
GNAI3	TSHR
GNAI3	RGS5
GNAI3	PTPRU
GNAI3	RGS14
GNAI3	CD59
CD59	SMAD4
GNAO1	RGS4
GNAO1	RGS7
GNAO1	RGS16
GNAO1	TSHR
GNAO1	RGS5
GNAO1	PTPRU
GNAO1	RGS14
BDKRB1	GNAQ
GNAQ	KDR
GNAQ	PIK3CA
GNAQ	RGS2
GNAQ	RGS4
GNAQ	RGS7
GNAQ	RGS13
GNAQ	RGS16
GNAQ	TSHR
GNAQ	RGS5
GNAQ	AKAP13
GNAS	RGS2
GNAS	TSHR
GNAS	SNX13
GNAZ	PRKCD
GNAZ	RGS7
GNAZ	RGS10
GNB1	GNG4
GNB1	GNG7
GNB1	GNG10
GNB1	GNG11
GNB1	PDCL
GNB1	GNG2
GNB2	GNG4
GNB2	GNG7
GNB2	GNG10
GNB2	RAF1
GNB2	ATXN10
GPI	IGFBP3
GPI	AMFR
AMFR	UBE2D2
CCR7	CCL21
GRB2	RAPGEF1
GRB2	HRAS
GRB2	IL2RB
GRB2	ITGA6
GRB2	IRS1
GRB2	ITGB4
GRB2	ITK
GRB2	JAK1
GRB2	JAK2
GRB2	KDR
GRB2	KIT
GRB2	LCP2
GRB2	SH2D1A
GRB2	MET
GRB2	NGFR
GRB2	PAK1
GRB2	PDGFRB
GRB2	PIK3CG
GRB2	PIK3R1
GRB2	PIK3R2
GRB2	PRKAR1A
GRB2	MAPK1
GRB2	PRNP
GRB2	PTK2
GRB2	PTPN1
GRB2	PTPN6
GRB2	PTPN11
GRB2	PTPRA
GRB2	PTPRC
GRB2	PTPRE
GRB2	RASA1
GRB2	RET
GRB2	RPS6KA1
GRB2	MAPK12
GRB2	CCL5
GRB2	SELL
GRB2	SH3BP2
GRB2	SHC1
GRB2	SOS1
GRB2	SYK
GRB2	TNFRSF1A
GRB2	VAV1
GRB2	VAV2
GRB2	WAS
GRB2	ZAP70
GRB2	TP73L
GRB2	SCAP1
GRB2	SOCS1
GRB2	IRS2
GRB2	SYNJ2
GRB2	USP8
GRB2	MTA1
GRB2	USP6NL
GRB2	TNK2
GRB2	VAV3
GRB2	MERTK
GRB2	KHDRBS1
GRB2	MAP4K1
GRB2	CD2AP
GRB2	PTPN22
GRB2	SIT1
GRB2	BLNK
GRB2	SH3KBP1
GRB2	PAG1
GRB2	MED28
GRB2	GAB3
GRB2	CD72
GRB2	GAB1
CD72	PTPN6
CD72	BLNK
GAB1	INSR
GAB1	MET
GAB1	PDGFRB
GAB1	PIK3R1
GAB1	PLCG2
GAB1	MAPK1
GAB1	MAPK3
GAB1	MAPK4
GAB1	PTPN11
GAB1	RET
GAB1	SHC1
GAB1	SOS1
GAB1	GRAP2
GAB1	PTPN18
FYN	HNRPK
FYN	HRAS
FYN	IL2RB
FYN	IL7R
FYN	IRS1
FYN	ITGB4
FYN	ITK
FYN	ITPR1
FYN	JAK2
FYN	JUP
FYN	KDR
FYN	KIT
FYN	LCP2
FYN	SH2D1A
FYN	NCAM1
FYN	PDGFRB
FYN	PECAM1
FYN	PIK3R1
FYN	PIK3R2
FYN	PLAUR
FYN	PLCG2
FYN	PRKCD
FYN	PRKCE
FYN	PRKCH
FYN	PRKCQ
FYN	PRKCZ
FYN	PTK2
FYN	PTPN11
FYN	PTPRA
FYN	PTPRC
FYN	PTPRE
FYN	PTPRF
FYN	PTPRZ1
FYN	RAF1
FYN	SH3BP2
FYN	SHC1
FYN	SLAMF1
FYN	SOS1
FYN	STAT1
FYN	SYK
FYN	THY1
FYN	TUBA1
FYN	TXK
FYN	TYK2
FYN	TYRO3
FYN	VAV1
FYN	WAS
FYN	ZAP70
FYN	SCAP1
FYN	SOCS1
FYN	TNK2
FYN	K-ALPHA-1
FYN	KHDRBS1
FYN	CD226
FYN	GRAP
FYN	CD2AP
FYN	SIT1
FYN	TRAT1
FYN	PAG1
FYN	DOK3
FYN	YTHDC1
FYN	GAB3
EML1	ISG20L2
CDK9	IL6ST
CDK9	MYBL2
CDK9	NBN
CDK9	NFKB1
CDK9	RB1
CDK9	RELA
CDK9	SKP2
CDK9	TP53
CDK9	TRAF2
CDK9	CCNK
CDK9	ZMYM6
CDK9	CTDSPL
CDK9	AFF4
NR3C1	HSPCA
NR3C1	IFNGR2
NR3C1	JUN
NR3C1	SMAD3
NR3C1	MDM2
NR3C1	NFKB1
NR3C1	NFKB2
NR3C1	POU2F1
NR3C1	POU2F2
NR3C1	PRKACA
NR3C1	PRKDC
NR3C1	MAPK1
NR3C1	MAPK8
NR3C1	RAF1
NR3C1	RELA
NR3C1	SMARCA2
NR3C1	STAT3
NR3C1	STAT5A
NR3C1	STAT5B
NR3C1	TP53
NR3C1	TSG101
NR3C1	TXN
NR3C1	SUMO1
NR3C1	ZBTB16
NR3C1	DAP3
NR3C1	NCOA1
NR3C1	CRSP2
NR3C1	NCOR1
NR3C1	NCOR2
NR3C1	NCOA2
NR3C1	ECD
NR3C1	IQWD1
NR3C1	SFN
SFN	ING1
SFN	MARK3
SFN	MAP3K5
SFN	TSC2
SFN	ZFP36
SFN	TRIM25
SFN	PLK4
CXCL1	IL8RB
CXCL1	MMP9
ENO1	CXCL2
ENO1	PLG
CXCL2	IL8RB
CXCL2	PLG
MARK2	GSK3B
MARK2	STK11
GSK3B	GYS1
GSK3B	HNRPD
GSK3B	ILK
GSK3B	MAP1B
GSK3B	MCL1
GSK3B	MYC
GSK3B	NFKB1
GSK3B	NOTCH1
GSK3B	PRKACA
GSK3B	PRKCB1
GSK3B	PRKCZ
GSK3B	PSEN1
GSK3B	PTK2
GSK3B	PTPN1
GSK3B	SGK
GSK3B	TP53
GSK3B	AXIN2
GSK3B	OGT
GSK3B	IKBKG
GSK3B	AKAP11
GSK3B	NIN
FN1	TNC
FN1	IGFBP3
FN1	ITGA3
FN1	ITGA4
FN1	ITGA5
FN1	ITGB3
FN1	ITGB6
FN1	ITGB7
FN1	SMAD4
FN1	MMP9
FN1	NT5E
FN1	TNFRSF11B
FN1	PKD1
FN1	SDC2
FN1	CXCL12
FN1	SKIL
FN1	SPARC
FN1	TGFBI
FN1	THBS1
FN1	TSHR
FN1	VHL
FN1	ITGA8
FN1	GALNT6
FN1	PRPF40A
GSPT1	PABPC1
GSS	GSTZ1
GSTM2	GSTM3
GSTP1	MAPK8
GSTP1	PTN
GSTP1	TRAF2
GTF2A1	TAF4
ERCC3	MNAT1
ERCC3	RAD52
ERCC3	TP53
ERCC3	XPC
ERCC6	TP53
ERCC6	XPA
GTF2F2	JUN
GTF2F2	TRAM2
GTF2I	JAK2
GTF2I	SMAD2
GTF2I	MYC
GTF2I	NFKB2
GTF2I	PRKG1
GTF2I	MAPK3
GTF2I	SRF
GTF2I	STAT1
GTF2I	STAT3
GTF2I	YY1
GTF2I	HDAC3
GTF2I	PIAS2
GTF2I	ATF6
PDIA3	IFNG
PDIA3	STAT3
PDIA3	TAP1
GZMA	HMGB2
GZMA	LMNB1
GZMA	SET
GZMB	IGF2R
GZMB	LMNB1
GZMB	PRKDC
GZMB	PTK2
GZMB	RAB27A
GZMB	XRCC4
GZMB	UBE4A
GZMB	UBE4B
H2AFX	MRE11A
H2AFX	NBN
H2AFX	PPP1CA
H2AFX	TP53BP1
H2AFX	ALG9
HBB	HBZ
HBB	HP
HCFC1	JUN
HCFC1	PDCD2
HCFC1	PPP1CC
HCFC1	SP1
HCFC1	OGT
HCFC1	ZF
HCFC1	GABPB2
GABPB2	CIC
GABPB2	TDRD7
GABPB2	RYBP
HCK	HNRPK
HCK	IL6ST
HCK	KIT
HCK	LCP2
HCK	PECAM1
HCK	PIK3CB
HCK	PIK3R1
HCK	PIK3R2
HCK	PLAUR
HCK	PLCG2
HCK	RASA1
HCK	SOS1
HCK	STAT3
HCK	TSG101
HCK	VAV1
HCK	WAS
HCK	WASPIP
HCK	ELMO1
HCK	KHDRBS1
HCK	CD2AP
HCK	SH3KBP1
HCK	RAPGEF1
RAPGEF1	HRAS
RAPGEF1	RAP1B
RAPGEF1	SHC1
RAPGEF1	RRAS2
CHD1	HDAC1
CHD1	SAFB
CHD1	SFRS3
CHD1	NCOR1
HDAC1	HDAC2
HDAC1	RBPSUH
HDAC1	ING1
HDAC1	SMAD2
HDAC1	MDM2
HDAC1	NFKB1
HDAC1	NFKBIA
HDAC1	PCNA
HDAC1	PML
HDAC1	PTMA
HDAC1	RAD9A
HDAC1	RAP1A
HDAC1	RB1
HDAC1	ARID4A
HDAC1	RBBP4
HDAC1	RBL1
HDAC1	RBL2
HDAC1	RELA
HDAC1	RFC4
HDAC1	SATB1
HDAC1	SP1
HDAC1	SP3
HDAC1	STAT2
HDAC1	STAT3
HDAC1	TAL1
HDAC1	TOP2B
HDAC1	ZBTB16
HDAC1	HDAC3
HDAC1	MTA1
HDAC1	NCOR2
HDAC1	HDAC9
HDAC1	ZNFN1A1
HDAC1	PIAS3
HDAC1	TXNIP
HDAC1	SIN3A
HDAC1	MIER1
CD63	ITGA6
CD63	CD82
CUTL1	RB1
CUTL1	SATB1
CUTL1	PCAF
CUTL1	EHMT2
HMGN2	PRKACA
HMGN2	PRKCA
HMGN2	RPS6KA3
HMGN2	PCAF
ELF1	HMGA1
ELF1	NFKB1
ELF1	RB1
ELF1	REL
ELF1	SP1
NR4A1	PML
NR4A1	PPARBP
NR4A1	MAPK1
NR4A1	RPS6KA1
NR4A1	RPS6KA3
NR4A1	RXRG
NR4A1	NCOA3
NR4A1	NCOA1
NR4A1	PCAF
NR4A1	RPS6KA5
NR4A1	NCOR2
NR4A1	NCOA2
FEN1	PCNA
FEN1	RAD1
FEN1	WRN
HNRPK	HRMT1L2
HNRPK	ITK
HNRPK	LYN
HNRPK	PCBP2
HNRPK	PRKCD
HNRPK	MAPK10
HNRPK	SAFB
HNRPK	SFRS3
HNRPK	VAV1
HNRPK	GRAP2
HNRPK	MATR3
HNRPK	KHDRBS3
HNRPK	KHDRBS1
HNRPK	CNNM3
HNRPK	RP13-383K5.1
HNRPK	SFRS12
HNRPA2B1	SNRP70
HNRPA2B1	VHL
HNRPA2B1	SFRS12
CSE1L	KPNB1
CSE1L	PPP5C
CSE1L	RAN
CSE1L	STAT1
TLX1	PPP1CB
TLX1	PPP2CA
CDC27	MAD2L1
CDC27	SMAD2
CDC27	SMAD3
CDC27	PPP5C
