#nodeA	nodeB
RAD9A	RAD17
RAD9A	DNAJC7
RAD9A	TOPBP1
RAD9A	ITSN2
RAD51	RAD52
RAD51	RPA1
RAD51	TP53
RAD51	SUMO1
RAD51	VIM
RAD51	RAD54L
RAD51	DNAJA3
RAD51C	RAD51L1
RAD51C	XRCC3
RAD52	RPA1
RAD52	RPA2
RAD52	SUMO1
RAD52	WRN
RAF1	RAP1A
RAF1	RB1
RAF1	RBL2
RAF1	STK3
RAF1	VAV1
RAF1	YWHAE
RAF1	COPS3
RAF1	RFXANK
RAF1	CFLAR
RAF1	RRAS2
RAF1	MAPK8IP3
RAF1	PBK
RAF1	PRKG1
RAF1	GNG4
PRKG1	RGS2
PRKG1	SPP1
PRKG1	VASP
PRKG1	SF1
GNG4	GNB5
PTMA	RAN
PTMA	SET
PTMA	STAT3
PTMA	NCOR1
PTMA	SIN3A
RAN	RANBP2
RAN	XPO1
RAN	DDEF2
RAN	NUP153
RAN	RANBP9
RAN	NUP50
RANBP2	XPO1
RAP1A	RASA1
RAP1A	TCEB3
RAP1A	FADD
RAP1A	TNFRSF10C
RAP1A	RAPGEF5
RAP1A	RASGRP2
RAP1A	RGS14
RAP1A	FAF1
RAP1A	RAPGEF6
RAP1A	APBB1IP
RAP1A	RALGDS
RAP1A	KRIT1
RALGDS	RIT1
RALGDS	RRAS2
RASA1	SHC1
RASA1	SYK
RASA1	YES1
RASA1	ZAP70
RASA1	SOCS3
RASA1	DNAJA3
RASA1	AURKB
RASA1	MAP4K4
RASA1	KHDRBS1
RASA1	PAG1
RB1	RBBP4
RB1	SKP2
RB1	SP1
RB1	SP3
RB1	SPI1
RB1	SPIB
RB1	ZBTB16
RB1	PRDM2
RB1	PIK3R3
RB1	ENC1
RB1	PRKRA
RB1	CREG1
RB1	HDAC3
RB1	CCNA1
RB1	THOC1
RB1	TRAP1
RB1	SNW1
RB1	BDP1
RB1	RBAK
RB1	E2F3
RB1	MDM4
RB1	MNDA
RB1	GTF3C2
E2F3	SP1
E2F3	TFDP1
E2F3	TFDP2
E2F3	YY1
E2F3	RYBP
MDM4	TP53
MDM4	USP7
MNDA	RBL2
MNDA	TP53
RARA	RXRA
RARA	RXRG
RARA	SP1
RARA	STAT5B
RARA	UBE3A
RARA	ZBTB16
RARA	NR0B2
RARA	NCOA1
RARA	PCAF
RARA	COPS2
RARA	NCOR2
RARA	SNW1
RBBP4	SP1
RBBP4	SP3
RBBP4	HDAC3
RBBP4	MTA1
RBBP4	MTA2
RBBP4	SIN3A
RBL1	SP1
RBL1	CREG1
RBL1	CCNA1
RBL1	SNW1
REL	RELA
REL	SP1
REL	TNIP2
REL	PPP4C
PPP4C	RELA
PPP4C	HDAC3
PPP4C	PPP4R2
RELA	RELB
RELA	RXRA
RELA	SP1
RELA	SRF
RELA	STAT1
RELA	STAT3
RELA	STAT6
RELA	MAP3K7
RELA	TERT
RELA	TP53BP2
RELA	PIAS1
RELA	HDAC3
RELA	PCAF
RELA	RPS6KA5
RELA	NCOR2
RELA	AKAP8
RELA	PIAS3
RELA	FAF1
RELA	TRIB3
RELA	TNIP2
RELA	SNIP1
BCL7A	RELB
RELB	DPF2
RELB	SMARCC2
RET	SHC1
RET	STAT3
RET	DOK3
RFC3	RFC4
RAD17	RFC4
RFC4	BRD4
RFX1	RFX2
RFX1	RFX3
RFX3	TRAF2
RFX5	RFXAP
RFX5	RFXANK
PRKCG	RGS2
PRKCG	SDC2
PRKCG	TIAM1
PRKCG	VTN
PRKCG	EXOC5
RGS3	MAPK12
RGS3	YWHAE
RGS3	HIPK3
PTAFR	RGS4
PTAFR	TYK2
IFRD1	RIT1
RIT1	RLF
ROCK1	VIL2
ROCK1	VIM
ROCK1	LIMK2
LIMK2	CDC42BPA
LIMK2	HIPK3
RORA	NCOA2
RPA1	RPA2
RPA1	RPA3
RPA1	TP53
RPA1	WRN
RPA1	XPA
RPA1	AICDA
RPA2	RPA3
RPA2	STAT3
RPA2	UNG
RPA2	XPA
RPA2	UNG2
RPA2	UTP14A
NVL	RPL5
RPL5	PPM1D
RPL5	MAP3K14
RPL5	UPF2
RPL5	PDCD4
RAD23A	TRAF2
RAD23A	XPC
NR4A2	RPS6KA1
NR4A2	RXRA
RPS6KA1	SRF
RPS6KA1	SYK
RPS6KA1	NR4A3
RPS6KA1	EEF2K
NCBP1	RPS6KB1
RPS27A	MAST2
RPS27A	GGA1
RRM1	RRM2
RRM1	RRM2B
RARG	RXRA
RARG	RXRG
RARB	NCOA1
S100A1	S100A4
S100A1	NIF3L1
S100A4	TP53
S100A4	SEPT6
S100A4	SEPT7
SEPT7	SEPT9
MAPK12	MAP2K4
MAPK12	SH3BP5
MAPK12	EEF2K
MAPK12	MAP2K3
HSPE1	C14orf1
SATB1	PCAF
SATB1	MTA2
CCL2	CCBP2
CCBP2	CCL3
CCBP2	CCL4
CCBP2	CCL5
CCBP2	CCL7
CCBP2	CCL11
CCBP2	CCL13
CCBP2	CCL21
CCBP2	CCL25
CCL3	CCL4
CCL3	TGFB1
CCL5	SDC1
CCL5	SDC4
MMP14	CCL7
MMP14	SDC1
MMP14	TIMP2
MMP14	TIMP3
MMP14	TIMP4
CCL7	FEZ1
CX3CL1	CX3CR1
PACS1	SDC1
PACS1	CLCN7
NF1	SDC2
NF1	DNAJC7
SDC4	CXCR4
SDC2	SPARC
SDC2	TGFB1
SDC2	TGFBR3
SDC2	VIL2
SDC2	TNFSF13
CXCL12	CXCR4
SELE	SELL
SELE	VCL
SELP	VIL2
SELL	VIL2
MAPK10	MAP2K4
MAPK10	TP53
MAPK10	SH3BP5
MAPK10	BCL2L11
MAPK10	MAPK8IP3
MAP2K4	MAP3K7
MAP2K4	MAP3K12
MAP2K4	MAP3K14
MAP2K4	MAPK8IP3
SET	ANP32A
SET	SETBP1
SFPQ	TOP1
SFPQ	SIN3A
SFPQ	PSPC1
SFPQ	EXOSC5
SFPQ	SFRS12
DDR2	SHC1
PIK3R2	SHC1
PIK3R2	SOS1
PIK3R2	SYK
PIK3R2	TGFBR2
PIK3R2	SOCS1
PIK3R2	IRS2
PIK3R2	SOCS6
PIK3R2	WASF3
PTPN2	SHC1
PTPN2	STAT1
PTPN2	STAT3
PTPN2	STAT5A
PTPN2	STAT5B
GAS1	DLK1
PTCH	SMO
SIAH1	TUBA1
SIAH1	NUMB
SIAH1	SLC9A3R2
SIAH1	HIPK3
SIAH1	K-ALPHA-1
SIAH1	KHDRBS3
SIAH1	PEG10
SIAH1	AFF4
SKIL	SNRP70
SKIL	SRP72
SKIL	TDG
SKIL	PIAS1
SKIL	CDC16
SKIL	NCOR1
SKIL	NCOR2
SKIL	HIPK3
SKIL	PIAS3
SKIL	FAF1
SKIL	TRAK1
SKIL	MACF1
SKIL	USP25
SKIL	RAP80
SKIL	CPNE4
SKP1A	SKP2
SKP1A	TBL1X
SKP1A	RBX1
SKP1A	FBXW11
SKP1A	FBXW2
ELF4	SKP2
SLA	SYK
SLA	VAV1
SLA	ZAP70
SH2D1A	SLAMF1
SH2D1A	SLAMF7
SH2D1A	SLAMF6
SGK	SLC9A3R2
SGK	NEK6
PPP3CB	SOCS3
PPP3CB	CABIN1
RFXAP	RFXANK
SMN1	TIAL1
SMN1	TP53
SMN1	FUBP1
SMN1	ZNF265
SMN1	LSM6
SMN1	OSTF1
SNRP70	SRPK1
SNRP70	ZNF265
SNRP70	PRPF40A
SNTB2	DGKZ
SNTB2	MAST2
SOD1	RNF19
SOD2	C7orf20
SOD2	RAB4A
RAB4A	STX4A
RAB4A	TP53
RAB4A	CD2AP
RAB4A	RAB11FIP1
SHC1	SOS1
SHC1	SP1
SHC1	STAT5A
SHC1	STAT5B
SHC1	SYK
SHC1	TEC
SHC1	TPR
SHC1	ZAP70
SHC1	PPAP2B
SHC1	IRS2
SHC1	MAPKAPK2
SHC1	GRAP2
SHC1	VAV3
SHC1	GRAP
SHC1	MAP4K1
SHC1	PAG1
SOS1	ZAP70
SOS1	RANBP9
SOS1	GRAP
SOS1	CD2AP
SOS1	SH3KBP1
SOS1	SNX9
RXRA	SP1
RXRA	SRF
RXRA	TDG
RXRA	VDR
RXRA	ZBTB16
RXRA	NCOA3
RXRA	NR0B2
RXRA	NCOA1
RXRA	RNF8
RXRA	COPS2
RXRA	TRIP10
RXRA	NCOR2
RXRA	NCOA2
RXRA	DNTTIP2
RXRA	JMJD1C
SP1	SP3
SP1	SP4
SP1	TAF4
SP1	TAL1
SP1	KLF10
SP1	TP53
SP1	VHL
SP1	YY1
SP1	ZBTB16
SP1	OGT
SP1	KLF4
SP1	NCOR1
SP1	NCOR2
SP1	SF3A1
SP1	POGZ
SP1	SKIV2L2
SP1	C14orf106
SP1	ATF7IP
SP1	MIER1
SP1	ATF7IP2
SPARC	TGFB1
SPARC	THBS1
SPARC	VEGF
SPI1	SPIB
SPTA1	SPTB
SPTA1	VASP
PTPN1	STAT5A
PTPN1	STAT5B
PTPN1	TYK2
PTPN1	RRAS2
DGKA	SFRS12
PSEN2	ICAM5
PSEN2	CFLAR
RXRG	SRF
RXRG	VDR
SRF	TCF3
SRF	OGT
SRF	NCOA1
SRF	MAPKAPK2
SRF	NCOR2
SRF	ATF6
SRF	MKL1
SRF	ETV4
SAFB	SRPK1
SAFB	BAT5
SAFB	TAF15
SAFB	CYCS
SAFB	SFRS12
SRPK1	U2AF1
SRPK1	U2AF2
SRPK1	SFRS12
SRPK1	SFRS3
SFRS3	SFRS12
SMARCA2	ARID1B
STAT1	STAT2
STAT1	STAT3
STAT1	STAT5A
STAT1	STAT5B
STAT1	SYK
STAT1	TNFRSF1A
STAT1	TNFRSF1B
STAT1	TYK2
STAT1	VDR
STAT1	XPO1
STAT1	CXCR4
STAT1	PIAS1
STAT1	TRADD
STAT1	FADD
STAT1	RPS6KA5
STAT1	ISGF3G
STAT1	STATIP1
STAT3	STAT5A
STAT3	STAT5B
STAT3	SYK
STAT3	MAP3K7
STAT3	TSHR
STAT3	CXCR4
STAT3	BHLHB2
STAT3	NCOA1
STAT3	HDAC3
STAT3	RPS6KA5
STAT3	PIAS3
STAT3	KHDRBS1
STAT3	NLK
STAT3	STATIP1
STAT5A	STAT5B
STAT5A	SYK
STAT5A	NCOR2
STAT5B	CXCR4
STAT5B	NCOR2
STAT5B	STATIP1
STAT2	STAT6
STAT2	TYK2
STAT2	CXCR4
STAT2	CRSP2
STAT2	ISGF3G
STAT6	NCOA1
STIM1	STIM2
STK4	TP53
STK4	LATS1
STK4	RASSF5
STK6	TACC1
STK6	TP53
STK6	NIN
RPS6KA3	STK11
RPS6KA3	PEA15
RPS6KB1	STK11
RPS6KB1	TERT
RPS6KB1	NEK6
RPS6KB1	EEF2K
RPS6KB1	PPP1R9B
STK11	TP53
STK11	RPS6KA5
STK11	CDC37
STK11	SNRK
STK11	TNIP2
STX4A	TXLNA
PLAUR	TYK2
PLAUR	VTN
RBL2	CREG1
RBL2	CCNA1
RBL2	SNW1
SYK	TLR4
SYK	TRAF6
SYK	TUBA1
SYK	TYROBP
SYK	VAV1
SYK	VAV2
SYK	MAP4K1
SYK	SIT1
SYK	BLNK
SYK	PAG1
SYK	PIK3AP1
SYK	IL15RA
SYK	SH3BP2
IL15RA	TRAF2
SH3BP2	VAV1
SH3BP2	VAV2
SH3BP2	ZAP70
SH3BP2	VAV3
SIAH2	TRAF2
SIAH2	VAV1
SIAH2	UBE2L6
SIAH2	HIPK3
SIAH2	PEG10
TACC1	AURKB
TACC1	TDRD7
PTPN3	ADAM17
PTPN3	ZAP70
TAF2	TAF4
TAF4	CBX3
TAF4	CBX5
MAP3K7	TRAF6
MAP3K7	IKBKAP
MAP3K7	BCL10
MAP3K7	MAP3K14
MAP3K7	HGS
MAP3K7	MAP4K4
MAP3K7	MAP3K7IP1
MAP3K7	MAP4K1
MAP3K7	MAP3K7IP2
MAP3K7	CARD11
MAP3K7	PPM1L
TAP1	TAPBP
TCEB2	TCEB3
TCEB2	VHL
TCEB2	SOCS1
TCEB2	SOCS3
TCEB2	SOCS6
TCF4	TCF3
TCF4	SUMO1
TCF4	MSC
TCF4	NLK
TCF3	TCF12
TCF3	MAPKAPK3
TCF3	PCAF
TCF3	MSC
TCF3	MAPKAPK2
TCF3	TAL1
TCF3	SKP2
TAL1	PCAF
TAL1	SIN3A
TAL1	LUZP5
SKP2	WEE1
SKP2	CDT1
TDG	SUMO1
TDG	VDR
TDG	XPC
TDG	SNIP1
TDG	RAD23B
RAD23B	XPC
TEC	VAV1
TEC	WAS
TEC	PIP5K1A
TEC	PIK3R3
TEC	SOCS1
TEC	PLK4
TEC	PTPN21
TEC	BRDG1
TEC	PTPN18
TERF2	WRN
TERF2	TINF2
TERT	XPO1
TERT	XRCC5
NP	TP53
RAB5B	TFRC
RAB5B	EEA1
RAB5B	RIN3
TFRC	RANBP9
ADAM17	TGFA
ADAM17	TIMP3
ADAM17	TNFSF11
TGFA	GORASP1
ITGB6	TGFB1
TGFB1	TGFB2
TGFB1	TGFBR2
TGFB1	TGFBR3
TGFB1	THBS1
TGFB1	VTN
TGFB1	YWHAE
TGFB1	ITGB8
ITGB8	VTN
TGFB2	TGFB3
TGFB2	TGFBR2
TGFB2	TGFBR3
TGFB2	VTN
PPP3CC	CABIN1
TGFB3	TGFBR2
TGFB3	TGFBR3
PCTK2	TDRD7
TGFBR2	TGFBR3
TGFBR2	CCNB2
TGFBR2	ARHGEF6
TGFBR2	TRAP1
TFPI	THBS1
TNFRSF11B	THBS1
TNFRSF11B	VTN
TNFRSF11B	VWF
TNFRSF11B	TNFSF11
TNFRSF11B	TNFSF13
TNFRSF11B	TNFSF10
TIAM1	PPP1R9B
TK1	TP53
TK1	DRAP1
TK1	C14orf1
CCL18	TP53
CCL18	C14orf1
POLE2	C14orf1
TLR1	TLR4
TLR1	TRAP1
TLR1	TLR10
TLR1	DHX36
TLR4	BCL10
TLR4	MAPK8IP3
TLR4	LY96
TLR4	TRIAD3
TNFAIP3	TRAF1
TNFAIP3	TRAF2
TNFAIP3	TRAF6
TNFAIP3	YWHAE
TNFAIP3	ZA20D2
TNFAIP3	LAPTM5
TNFAIP3	IKBKG
TNFAIP3	RIPK1
TNFAIP3	TAX1BP1
TNFAIP3	TNIP2
THBS1	TNFAIP6
THBS1	CORO1A
TNFRSF1A	TRAF1
TNFRSF1A	TRAF2
TNFRSF1A	SUMO1
TNFRSF1A	NSMAF
TNFRSF1A	IKBKG
TNFRSF1A	MADD
TNFRSF1A	TRADD
TNFRSF1A	TNFRSF25
TNFRSF1A	RIPK1
TNFRSF1A	TNFSF13
TNFRSF1A	TRAP1
TNFRSF1A	RIPK3
TNFRSF1A	ARTS-1
TOP1	TP53
TOP1	SUMO1
TOP1	BTBD2
TOP2B	TP53
TOP2B	SUMO1
TOP2B	XPO1
TOP2B	XRCC5
TOP2B	TOPBP1
TP53	TP53BP1
TP53	TP53BP2
TP53	TSG101
TP53	UBE2A
TP53	UBE3A
TP53	VRK1
TP53	WRN
TP53	USP7
TP53	COPS3
TP53	PIAS1
TP53	CDC14B
TP53	PRKRA
TP53	TP73L
TP53	PCAF
TP53	EIF2S2
TP53	MTA1
TP53	MTA2
TP53	KLF4
TP53	COPS2
TP53	SCAMP1
TP53	COX17
TP53	COPS5
TP53	SIN3A
TP53	RRM2B
TP53	ZCCHC10
TP53	WDR33
TP53	BTBD2
TP53	TP53INP1
TP53	TFDP1
TP53	RRM2
TP53	IFI16
TP53	SP3
TP53	PRIM1
TFDP1	SERTAD2
RRM2	RRM2B
IFI16	TP53BP1
SP3	SUMO1
SP3	PIAS1
PFDN5	K-ALPHA-1
TPI1	CCL11
TNFRSF17	TRAF1
TNFRSF17	TRAF2
TNFRSF17	TRAF3
TNFRSF17	TNFSF13
TNFRSF17	TNFSF13B
TNFRSF1B	TRAF1
TNFRSF1B	TRAF2
TNFRSF1B	TRAF3
TRIM37	TRAF1
TRIM37	TRAF2
TRIM37	TRAF3
TRIM37	TRAF5
TRIM37	TRAF6
TRIM37	RIBC2
TRIM37	APTX
TRIM37	PBK
TRIM37	ZNF655
ALPL	TRAF2
ALPL	TRAF3
ALPL	MAP3K14
TRAF2	TRAF6
TRAF2	TNFSF4
TRAF2	ZBTB16
TRAF2	USP7
TRAF2	TRADD
TRAF2	TNFRSF25
TRAF2	RIPK1
TRAF2	TNFSF9
TRAF2	TNFRSF14
TRAF2	FADD
TRAF2	TNFRSF18
TRAF2	CFLAR
TRAF2	BCL10
TRAF2	MAP3K14
TRAF2	PSMF1
TRAF2	CASP8AP2
TRAF2	TANK
TRAF2	MAP3K7IP1
TRAF2	RGS14
TRAF2	MALT1
TRAF2	RIPK3
TRAF2	MAP3K7IP2
TRAF2	MAST2
TRAF2	RIBC2
TRAF2	AFF4
TRAF2	TAOK3
TRAF2	ZA20D3
TRAF2	NECAP2
TRAF2	NIF3L1
TRAF2	KIAA1838
TRAF2	TIFA
TRAF2	TRAF1
TRAF2	MAP4K2
TRAF1	USP7
TRAF1	SPOP
TRAF1	TRADD
TRAF1	RIPK1
TRAF1	TNFSF9
TRAF1	TNFRSF14
TRAF1	TNFRSF18
TRAF1	CFLAR
TRAF1	MAP3K14
TRAF1	TANK
TRAF3	TRAF5
TRAF3	USP7
TRAF3	TRADD
TRAF3	RIPK1
TRAF3	TNFRSF14
TRAF3	TNFRSF18
TRAF3	MAP3K14
TRAF3	TANK
TRAF3	RRAS2
TRAF3	TRAF3IP3
TRAF5	USP7
TRAF5	RIPK1
TRAF5	TNFRSF14
TRAF5	MAP3K14
TRAF6	ZA20D2
TRAF6	USP7
TRAF6	TNFSF11
TRAF6	TAX1BP1
TRAF6	MAP3K14
TRAF6	PSMD6
TRAF6	MAP3K7IP1
TRAF6	MALT1
TRAF6	TRAFD1
TRAF6	MAP3K7IP2
TRAF6	MAST2
TRAF6	TRAM1
TRAF6	IRAK4
TRAF6	IL17RB
TRAF6	TIFA
PTPN13	RAPGEF6
TM4SF1	TUBA1
TBCE	TUBA1
TXK	YTHDC1
TYK2	VAV1
TYK2	XRCC5
TYK2	IRS2
TYK2	IL13RA1
GAS6	TYRO3
GAS6	MERTK
TYR	TYRP1
TSG101	HGS
TSG101	GGA1
TSG101	CEP55
UBE3A	UBE2L6
UBE3A	SCAMP1
SP100	SUMO1
SP100	CBX3
SP100	SNIP1
CIDEA	ZBTB16
CYP3A4	UGT2B7
TP53BP2	YES1
TP53BP2	UTP14A
LPP	VASP
VASP	VCL
VASP	WAS
VASP	NOL3
VASP	XPO6
VASP	APBB1IP
TUBA1	VAV1
TUBA1	ZAP70
TUBA1	RTN4
TUBA1	FLJ44216
VAV2	SOCS1
VCAM1	VIL2
HK1	SCMH1
VDR	ZBTB16
VDR	NCOA1
VDR	NCOA2
VDR	SNW1
VEGF	VEGFB
VEGF	VTN
VEGF	NRP1
VEGFB	NRP1
VBP1	VHL
VIL2	SLC9A3R2
VIL2	PALLD
VIM	XRCC4
VIM	YWHAE
VIM	BHLHB2
VIM	TNFRSF14
VIM	FUBP1
VIM	UTP14A
VIM	RIBC2
VIM	PPHLN1
VIM	NIF3L1
VIM	ZNF384
VIM	UPP1
WAS	WASPIP
WAS	PSTPIP1
WAS	TRIP10
WAS	ITSN2
TBL1X	HDAC3
TBL1X	NCOR1
TBL1X	NCOR2
SFRP1	WNT2
SFRP1	FZD6
POLD2	WRN
POLD2	LSM6
POLD2	WRNIP1
BTN1A1	XDH
XPO1	NUP214
XPO1	ANP32A
XPO1	TNFSF13
XPO1	HDAC3
XPO1	NUP153
XPO1	NUP50
XPO1	NMD3
LIG3	XRCC1
XRCC4	APTX
VAV1	XRCC5
VAV1	ZAP70
VAV1	CXCR4
VAV1	SOCS1
VAV1	BLNK
VAV1	PAG1
VAV1	ZNF655
VAV1	TUBB
WRN	XRCC5
WRN	POLR1C
WRN	WRNIP1
WRN	RDM1
XRCC5	NARG1
RPL10	YES1
TYRO3	YES1
YES1	CD2AP
TSC2	YWHAE
TSC2	MAPKAPK2
TSC2	AKT3
WEE1	FBXW11
RGS7	GNB5
TAZ	YWHAE
TAZ	SLC9A3R2
RASGRF1	YWHAE
RASGRF1	USP8
RASGRF1	TNK2
RASGRF1	RRAS2
SPTBN1	ATF7IP
SPTBN1	CPNE4
SFRS10	YTHDC1
SFRS10	SFRS12
YWHAE	IRS2
YWHAE	GRAP2
YWHAE	NCOR2
YWHAE	AKAP13
ZAP70	SIT1
ZAP70	PAG1
ZAP70	SLA2
ZAP70	CARD11
ZAP70	SLAMF6
ZAP70	FCRL3
ZAP70	TUBB
ZAP70	WASPIP
ZAP70	TYROBP
TYROBP	KLRC4
TYROBP	TREM1
ZBTB16	SPOP
ZBTB16	EIF2S2
ZBTB16	NCOR1
ZBTB16	NCOR2
ZBTB16	HDAC9
ZBTB16	TXNIP
ZBTB16	SIN3A
ZBTB16	C6orf55
ZBTB16	HDAC7A
ZBTB16	FLJ20647
ZBTB16	WDR33
TRIM25	UBE2L6
ZA20D2	IKBKG
ZA20D2	RIPK1
RGS1	MAP3K12
RGS1	TSC22D1
RGS1	UTP14A
PTP4A1	K-ALPHA-1
DAP3	FADD
IL1RN	IL1R2
CXCR4	SOCS1
CXCR4	SOCS3
SEMA3B	NRP1
USP7	DNAJA3
USP7	TANK
USP7	TRIM22
USP7	PRKCBP1
USP7	SYVN1
NRF1	MAFK
MAFK	BACH2
MAFK	MARS
MARS	PPM1F
ZFP36	NUP214
ZFP36	MAPKAPK2
ZFP36	UPF2
ZFP36	XRN1
SPTB	CSRP3
FXR1	C14orf1
FXR1	LUC7L2
KPNA5	ANP32A
SLC3A2	SLC7A5
SF1	TAF15
SF1	TCERG1
SF1	U2AF2
SF1	PRPF40A
NCOA3	IKBKG
NCOA3	PCAF
NCOA3	NCOR2
NCOA3	SUMO1
SUMO1	PIAS1
SUMO1	NCOA1
SUMO1	PIAS2
SUMO1	HDAC9
SUMO1	HIPK3
SUMO1	NCOA2
SUMO1	NIN
SUMO1	MKL1
SUMO1	MGC33948
U2AF1	U2AF1L2
U2AF1	ZNF265
U2AF1	NXF1
U2AF1	U2AF2
RAD21	SMC1L1
RAD21	STAG2
WNT3	FZD1
WNT2	FZD1
WNT2	FZD9
NASP	LUC7L2
EEA1	RAB22A
EEA1	RAB5C
RAB5C	RIN3
SFRS7	NXF1
SFRS7	CDC2L6
SFRS7	SFRS12
VHL	CUL2
VHL	RBX1
VHL	ZNF197
VHL	USP33
VCL	PRPF40A
OGT	TRAK1
OGT	SIN3A
PTPRS	FEZ1
PTPRS	UTP14A
PTPRS	RAB35
VTN	ITGA8
IKBKG	COPS3
IKBKG	RIPK1
IKBKG	FADD
IKBKG	BCL10
IKBKG	MAP3K14
IKBKG	TANK
IKBKG	CDC37
IKBKG	CARD8
IKBKG	TNIP2
IKBKG	CARD11
IKBKG	TXLNA
IKBKAP	MAP3K14
BAT5	IFITM1
BAT5	C1orf160
RALA	EXOC5
RALA	EXOC7
RALA	EXOC1
RALA	RASSF5
CUL5	COPS3
CUL5	COPS2
CUL5	RBX1
CUL5	COPS5
MAPK11	HDAC3
MAPK11	RPS6KA5
MAPK11	MAP3K7IP1
MAPK11	EEF2K
PIAS1	PIAS2
PIAS1	DDX21
PIAS1	DCLRE1A
PIAS1	NIN
PIAS1	PRPF40A
PIAS1	SNIP1
TTN	ANKRD1
MADD	TNFRSF10B
TNFSF11	ADAM19
NCOA1	PCAF
NCOA1	COPS5
PIK3R3	IRS2
PIK3R3	DRAP1
SOCS1	IRS2
STX11	CCNK
STX11	TAF6L
STX11	SLC38A2
TRADD	TNFRSF25
TRADD	RIPK1
TRADD	FADD
TRADD	TNFRSF10B
TRADD	BCL10
TRADD	CEP110
YY1	HDAC3
YY1	ZNF265
YY1	ATF6
YY1	RYBP
RIPK1	CRADD
RIPK1	FADD
RIPK1	TNFRSF10B
RIPK1	CFLAR
RIPK1	MAP3K14
RIPK1	RIPK3
RIPK1	TRIAD3
TNFSF10	TNFRSF10D
TNFSF10	TNFRSF10C
TNFSF10	TNFRSF10B
TNFRSF14	HDAC3
TNFRSF14	BTLA
TNFRSF14	TNFSF13
TNFSF13	TNFSF13B
PEA15	FADD
PEA15	LUC7L2
PEA15	C6orf199
TNFRSF10D	TNFRSF10B
FADD	TNFRSF10B
FADD	CFLAR
FADD	NOL3
FADD	DEDD
FADD	CASP8AP2
FADD	HIPK3
FADD	FAF1
FADD	RYBP
TNFRSF10B	CFLAR
PCTK3	CCNK
RSN	IQGAP1
ARID4A	HDAC3
ARID4A	SIN3A
HDAC3	PIAS2
HDAC3	NCOR1
HDAC3	NCOR2
HDAC3	HDAC9
HDAC3	MAP3K7IP2
HDAC3	ANKRD11
HDAC3	HDAC7A
HDAC3	HDAC10
MAP3K12	TSC22D1
MAP3K12	MBIP
PCAF	SRCAP
PCAF	KLF13
SYNJ2	ITSN2
AP1S2	AP1G2
BCL10	SOCS3
BCL10	MALT1
BCL10	CARD11
LAPTM5	HUWE1
LAPTM5	EPN2
NOL3	NIF3L1
MAP3K14	CDC37
IRS2	SOCS3
IRS2	SOCS6
SOCS2	SOCS3
SMARCC2	BAZ1B
STAT4	PIAS2
UBE2B	UBR2
STAM	USP8
STAM	HGS
DDX18	MTA1
EBI2	MTA1
AP1G2	XRN1
AP1G2	AFTIPHILIN
TADA2L	HGS
PMS2	EXO1
PCSK7	PABPC1
OSM	OSMR
DDEF2	SH3KBP1
CFLAR	DEDD
TCF12	MSC
RARS	SCYE1
GEM	GMIP
LSP1	MAPKAPK2
MAPKAPK2	EEF2K
PSCD1	PSCDBP
COPS2	COPS5
COPS2	NIF3L1
COPS2	COPS3
COPS3	COPS5
EFTUD2	SFRS12
TOP3B	CHIC2
TOP3B	CHD8
ZNF265	SFRS12
TCEB3	REXO1
HGS	EHMT2
HGS	EXOC7
CD180	LY86
GFI1	PIAS3
EIF4EBP3	EIF4E2
SCAMP1	SLC9A7
SPOP	RTN3
SPOP	HCST
PIAS2	SNIP1
NR1D1	NCOR1
NR1D1	NCOR2
PDCD2	NCOR1
PDCD2	LSM8
NCOR1	HDAC9
NCOR1	ZBTB33
UBE1L	G1P2
FEZ1	PDCD7
FEZ1	DRAP1
FEZ1	TLK2
FEZ1	RAB3GAP2
FEZ1	RIF1
FEZ1	SMEK2
TP53BP1	PAXIP1
TP53BP1	DCLRE1C
NCOR2	SNW1
NCOR2	HDAC7A
NCOR2	HDAC10
HDAC9	CBX5
HDAC9	SIN3A
UBE2L6	ARIH1
UBE2L6	RNF19
UBE2L6	TRIAD3
FGD1	ELMO1
GRAP2	KHDRBS1
GRAP2	MAP4K1
GRAP2	GAB3
PDCD8	C4orf14
TLK1	TLK2
LPXN	POM121
CRSP3	FOXJ3
CRSP3	WDTC1
CRSP3	PUM2
NUP153	NXF1
NUP153	TPR
TCL1A	AKT3
IKBKE	TANK
IKBKE	CDC37
PDCD6	SH3KBP1
PDCD6	C14orf32
PDCD6	CPNE4
XRCC1	APTX
XRCC1	NEIL1
ENTPD1	RANBP9
COX17	C14orf1
COX17	KATNAL1
POM121	CEP55
LIMD1	HIPK3
DGKZ	RASGRP1
DGKZ	GRINL1A
TBC1D4	NFAT5
TBC1D4	TOPBP1
TBC1D4	C12orf35
TBC1D4	RAI17
TBC1D4	EP400
CHAF1A	TCERG1
CHAF1A	CBX5
PSTPIP1	CD2AP
PSTPIP1	PTPN18
THOC4	LEF1
PSME3	ZCCHC10
PTPN9	RTN3
UGCG	RTN3
RTN3	RTN4
TRAP1	TLR6
TUBG1	K-ALPHA-1
TUBG1	RNF19
TUBG1	NDE1
ROS1	VAV3
TNK2	MERTK
TNK2	SNX9
TNK2	HSH2D
RNF8	UBE2E3
NUP214	NXF1
STX8	HSPC049
MYO9B	ARFGEF1
NCOA2	SRCAP
NCOA2	ANKRD11
